"","X","PrizeID","Alias","Prize.Name","Inst","Year","Genre","person_id","person_role","last_name","first_name","name","gender","sexuality","uk_residence","ethnicity_macro","ethnicity","highest_degree","degree_institution","degree_field_category","degree_field","viaf","book_id","book_title"
"836",836,4,"Costa Novel Award","Costa Novel Award","Costa",2019,"fiction",46,"winner","Coe","Jonathan","Coe, Jonathan","man","unknown",TRUE,"White British","English","Doctorate","University of Warwick","Language and Literature","English Literature","7446091",54,"Middle England"
"837",837,3,"Costa First Novel Award","Costa First Novel Award","Costa",2019,"fiction",45,"winner","Collins","Sara","Collins, Sara","woman","unknown",TRUE,"Caribbean","Jamaican Caymanian","Masters","University of Cambridge","Writing","Creative Writing","233439720",57,"The Confessions of Frannie Langton"
"838",838,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2019,"crime",425,"winner","Craven","MW","Craven, MW","man","unknown",TRUE,"White British","English","Bachelors","Newcastle University","Medicine and Social Work","Social Work","2644153472515745360006",538,"The Puppet Show"
"839",839,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2019,"non-fiction",611,"shortlisted","Cumming","Laura","Cumming, Laura","woman","unknown",TRUE,"White British","Scottish","Unknown","unknown","Unknown","Unknown","46249956",773,"On Chapel Sands"
"840",840,8,"Booker Prize","Man Booker Prize","Booker Foundation",2019,"fiction",3,"shortlisted","Ellmann","Lucy","Ellmann, Lucy","woman","unknown",TRUE,"White British","American British","Masters","Courtauld Institute of Art","Unknown","Unknown","114205784",84,"Ducks, Newburyport"
"841",841,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2019,"fiction",313,"shortlisted","Evans","Diana","Evans, Diana","woman","unknown",TRUE,"Black British","British Nigerian","Masters","University of East Anglia","Writing","Creative Writing","71701271",384,"Ordinary People"
"842",842,8,"Booker Prize","Man Booker Prize","Booker Foundation",2019,"fiction",189,"winner","Evaristo","Bernardine","Evaristo, Bernardine","woman","unknown",TRUE,"Black British","British Nigerian","Doctorate","University of London","Writing","Creative Writing","92536933",87,"Girl, Woman, Other"
"843",843,2,"Costa Book of the Year","Costa Book of the Year","Costa",2019,"no/any/multi genre",44,"winner","Fairweather","Jack","Fairweather, Jack","man","unknown",TRUE,"White British","English","Unknown","University of Oxford","Unknown","Unknown","210986642",89,"The Volunteer"
"844",844,5,"Costa Biography Award","Costa Biography Award","Costa",2019,"biography",44,"winner","Fairweather","Jack","Fairweather, Jack","man","unknown",TRUE,"White British","English","Unknown","University of Oxford","Unknown","Unknown","210986642",89,"The Volunteer"
"845",845,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2019,"non-fiction",612,"shortlisted","Feaver","William","Feaver, William","man","unknown",TRUE,"White British","British","Unknown","unknown","Unknown","Unknown","9846019",774,"The Lives of Lucian Freud"
"846",846,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2019,"fiction",311,"winner","Jones","Tayari","Jones, Tayari","woman","unknown",TRUE,"Non-White American","Black American","Masters","Victoria University of Wellington","Politics and Economics","Political Science","65814928",381,"An American Marriage"
"847",847,13,"James Tait Black Prize for Drama","James Tait Black Prize for Drama","The University of Edinburgh",2019,"drama",513,"winner","Joseph","Yasmin","Joseph, Yasmin","woman","unknown",TRUE,"Caribbean","Mixed Caribbean","Bachelors","unknown","Language and Literature","English and Drama","14163753745234272644",660,"J'Ouvert"
"848",848,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2019,"crime",426,"shortlisted","Kent","Christobel","Kent, Christobel","woman","unknown",TRUE,"White British","English","Unknown","University of Cambridge","Unknown","Unknown","58769947",539,"What We Did"
"849",849,1,"James Tait Black Prize for Fiction","James Tait Black Prize for Fiction","The University of Edinburgh",2019,"fiction",4,"winner","Laing","Olivia","Laing, Olivia","non-binary","queer",TRUE,"White British","English","Bachelors","unknown","Maths and Sciences","Herbal Medicine","172377937",172,"Crudo"
"850",850,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2019,"crime",427,"shortlisted","Leon","Donna","Leon, Donna","woman","unknown",FALSE,"Non-UK White","White American","Bachelors","unknown","Unknown","Unknown","27182947",540,"Unto Us a Son is Given"
"851",851,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2019,"non-fiction",613,"shortlisted","Lovell","Julia","Lovell, Julia","woman","unknown",TRUE,"White British","British","Doctorate","University of Cambridge","History and Cultural Studies","Chinese History","87599924",775,"Maoism"
"852",852,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2019,"crime",428,"shortlisted","Miller","Derek B.","Miller, Derek B.","man","unknown",FALSE,"Jewish","Jewish American","Doctorate","unknown","Politics and Economics","International Relations","44067959",541,"American by Day"
"853",853,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2019,"fiction",314,"shortlisted","Miller","Madeline","Miller, Madeline","woman","unknown",FALSE,"Non-UK White","White American","Masters","unknown","Language and Literature","Literature","186605056",385,"Circe"
"854",854,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2019,"non-fiction",614,"shortlisted","Moaveni","Azadeh","Moaveni, Azadeh","woman","unknown",FALSE,"Non-UK White","Iranian American","Unknown","unknown","Unknown","Unknown","102228202",776,"Guest House for Young Women"
"855",855,8,"Booker Prize","Man Booker Prize","Booker Foundation",2019,"fiction",191,"shortlisted","Obioma","Chigozie","Obioma, Chigozie","man","unknown",TRUE,"African","Nigerian","Masters","unknown","Unknown","Unknown","78894785",249,"An Orchestra of Minorities"
"856",856,14,"TS Eliot Prize","TS Eliot Prize","TS Eliot Foundation",2019,"poetry",524,"winner","Robinson","Roger","Robinson, Roger","man","unknown",TRUE,"Caribbean","British Trinidadian","Unknown","unknown","Unknown","Unknown","311778633",671,"A Portable Paradise"
"857",857,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2019,"non-fiction",609,"winner","Rubenhold","Hallie","Rubenhold, Hallie","woman","unknown",TRUE,"White British","American British","Doctorate","University of Leeds","History and Cultural Studies","18th c History","63529812",771,"The Five: The Untold Lives of the Women Killed by Jack the Ripper"
"858",858,8,"Booker Prize","Man Booker Prize","Booker Foundation",2019,"fiction",149,"shortlisted","Rushdie","Salman","Rushdie, Salman","man","unknown",TRUE,"Asian","Indian British","Masters","University of Cambridge","History and Cultural Studies","History","29540187",281,"Quichotte"
"859",859,8,"Booker Prize","Man Booker Prize","Booker Foundation",2019,"fiction",192,"shortlisted","Shafak","Elif","Shafak, Elif","woman","unknown",TRUE,"Non-UK White","Turkish British","Doctorate","Middle East Technical University","Politics and Economics","Political Science","64320935",292,"10 Minutes 38 Seconds in This Strange World"
"860",860,12,"BSFA Award for Best Novel","BSFA Award for Best Novel","British Science Fiction Association",2019,"sff",491,"winner","Tchaikovsky","Adrian","Tchaikovsky, Adrian","man","unknown",TRUE,"White British","British","Bachelors","University of Reading","Maths and Sciences","Zoology and Psychology","102929550",630,"Children of Ruin"
"861",861,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2019,"crime",429,"shortlisted","Wood","Benjamin","Wood, Benjamin","man","unknown",TRUE,"White British","English","Unknown","unknown","Unknown","Unknown","171626675",542,"A Station on the Path to Somewhere Better"
"862",862,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2020,"crime",421,"shortlisted","Askew","Claire","Askew, Claire","woman","unknown",TRUE,"White British","Scottish","Doctorate","University of Edinburgh","Writing","Creative Writing","250428842",532,"What You Pay For"
"863",863,6,"Costa Poetry Award","Costa Poetry Award","Costa",2020,"poetry",42,"winner","Boland","Eavan","Boland, Eavan","woman","unknown",FALSE,"Irish","Irish","Bachelors","University of Cambridge","Unknown","Unknown","22253909",34,"The Historians"
"864",864,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2020,"crime",457,"shortlisted","Brodrick","William","Brodrick, William","man","unknown",TRUE,"White British","English","Bachelors","University of London","Philosophy and Theology","Philosophy and Theology","306080383",533,"Forced Confessions"
"865",865,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2020,"non-fiction",603,"winner","Brown","Craig","Brown, Craig","man","unknown",TRUE,"White British","English","None","none","None","None","46838169",765,"One Two Three Four: The Beatles in Time"
"866",866,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2020,"non-fiction",604,"shortlisted","Cobb","Matthew","Cobb, Matthew","man","unknown",TRUE,"White British","British","Doctorate","University of Sheffield","Maths and Sciences","Psychology and Genetics","31411584",766,"The Idea of the Brain"
"867",867,8,"Booker Prize","Booker Prize","Booker Foundation",2020,"fiction",184,"shortlisted","Cook","Diane","Cook, Diane","woman","unknown",FALSE,"Non-UK White","White American","Masters","Columbia University","Unknown","Unknown","308756312",60,"The New Wilderness"
"868",868,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2020,"fiction",309,"shortlisted","Cruz","Angie","Cruz, Angie","woman","unknown",FALSE,"Non-White American","Dominican American","Masters","New York University","Unknown","Unknown","270811035",378,"Dominicana"
"869",869,8,"Booker Prize","Booker Prize","Booker Foundation",2020,"fiction",185,"shortlisted","Dangarembga","Tsitsi","Dangarembga, Tsitsi","woman","unknown",FALSE,"African","Zimbabwean","Doctorate","Humboldt University Berlin","History and Cultural Studies","African Studies","84149102",66,"This Mournable Body"
"870",870,8,"Booker Prize","Booker Prize","Booker Foundation",2020,"fiction",186,"shortlisted","Doshi","Avni","Doshi, Avni","woman","unknown",FALSE,"Asian","Indian American","Masters","University College London","History and Cultural Studies","Art History","19159939388225251084",75,"Burnt Sugar"
"871",871,1,"James Tait Black Prize for Fiction","James Tait Black Prize for Fiction","The University of Edinburgh",2020,"fiction",3,"winner","Ellmann","Lucy","Ellmann, Lucy","woman","unknown",TRUE,"White British","American British","Masters","Courtauld Institute of Art","Unknown","Unknown","114205784",84,"Ducks, Newburyport"
"872",872,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2020,"fiction",189,"shortlisted","Evaristo","Bernardine","Evaristo, Bernardine","woman","unknown",TRUE,"Black British","British Nigerian","Doctorate","University of London","Writing","Creative Writing","92536933",87,"Girl, Woman, Other"
"873",873,7,"Costa Children's Book Award","Costa Children's Book Award","Costa",2020,"children's",43,"winner","Farrant","Natasha","Farrant, Natasha","woman","unknown",TRUE,"Non-UK White","French British Dutch","Masters","London School of Economics","History and Cultural Studies","Social Anthropology","250334042",92,"Voyage of the Sparrowhawk"
"874",874,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2020,"fiction",310,"shortlisted","Haynes","Natalie","Haynes, Natalie","woman","unknown",TRUE,"White British","English","Unknown","University of Cambridge","Language and Literature","Classics","168912407",377,"A Thousand Ships"
"875",875,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2020,"non-fiction",605,"shortlisted","Hazareesingh","Sudhir","Hazareesingh, Sudhir","man","unknown",TRUE,"Black British","British Mauritian","Doctorate","University of Oxford","History and Cultural Studies","History","64072941",767,"Black Spartacus"
"876",876,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2020,"crime",423,"shortlisted","Herron","Mick","Herron, Mick","man","unknown",TRUE,"White British","British","Bachelors","University of Oxford","Language and Literature","English","24546389",534,"Joe Country"
"877",877,12,"BSFA Award for Best Novel","BSFA Award for Best Novel","British Science Fiction Association",2020,"sff",492,"winner","Jemisin","NK","Jemisin, NK","woman","unknown",FALSE,"Non-White American","Black American","Masters","University of Maryland-College Park","Medicine and Social Work","Counseling","160100764",629,"The City We Became"
"878",878,14,"TS Eliot Prize","TS Eliot Prize","TS Eliot Foundation",2020,"poetry",523,"winner","Kapil","Bhanu","Kapil, Bhanu","woman","unknown",TRUE,"Asian","British Indian","Masters","SUNY Brockport","Language and Literature","English Literature","29085938",670,"How to Wash a Heart"
"879",879,16,"Baillie Gifford Prize for Non-Fiction","Baillie Gifford Prize for Non-Fiction","Samuel Johnson Prize for Non-Fiction Limited",2020,"non-fiction",606,"shortlisted","Lamb","Christina","Lamb, Christina","woman","unknown",TRUE,"White British","British","Bachelors","University of Oxford","Politics and Economics","PPE","30606112",768,"Our Bodies, Their Battlefield"
"880",880,5,"Costa Biography Award","Costa Biography Award","Costa",2020,"biography",41,"winner","Lawrence","Lee","Lawrence, Lee","man","unknown",TRUE,"Black British","Black British","Unknown","unknown","Unknown","Unknown","n/a",174,"The Louder I Will Sing"
"881",881,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2020,"fiction",77,"shortlisted","Mantel","Hilary","Mantel, Hilary","woman","unknown",TRUE,"White British","English","Bachelors","University of Sheffield","Law","Law","44415775",379,"The Mirror & the Light"
"882",882,8,"Booker Prize","Booker Prize","Booker Foundation",2020,"fiction",187,"shortlisted","Mengiste","Maaza","Mengiste, Maaza","woman","unknown",FALSE,"Non-White American","Ethiopian American","Masters","New York University","Writing","Creative Writing","96758846",217,"The Shadow King"
"883",883,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2020,"crime",415,"shortlisted","Mukherjee","Abir","Mukherjee, Abir","man","unknown",TRUE,"Asian","British Indian","Unknown","unknown","Unknown","Unknown","30147118128226340509",535,"Death in the East"
"884",884,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2020,"fiction",89,"winner","O'Farrell","Maggie","O'Farrell, Maggie","woman","unknown",TRUE,"White British","Northern Irish","Bachelors","Harvard University","Maths and Sciences","Public Health","85329632",376,"Hamnet"
"885",885,10,"Women's Prize for Fiction","Women's Prize for Fiction","Women's Prize Trust",2020,"fiction",308,"shortlisted","Offill","Jenny","Offill, Jenny","woman","unknown",FALSE,"Non-UK White","White American","Bachelors","Essex University","Language and Literature","Comparative Literature","79457224",380,"Weather"
"886",886,3,"Costa First Novel Award","Costa First Novel Award","Costa",2020,"fiction",40,"winner","Persaud","Ingrid","Persaud, Ingrid","woman","unknown",TRUE,"Caribbean","Trinidadian","Bachelors","London School of Economics","Law","Law","274440426",260,"Love After Love"
"887",887,11,"Gold Dagger","Gold Dagger","The Crime Writers' Association",2020,"crime",424,"winner","Robotham","Michael","Robotham, Michael","man","unknown",FALSE,"Non-UK White","White Australian","None","none","None","None","85529341",536,"Good Girl, Bad Girl"
"888",888,2,"Costa Book of the Year","Costa Book of the Year","Costa",2020,"no/any/multi genre",39,"winner","Roffey","Monique","Roffey, Monique","woman","unknown",TRUE,"Black British","British Trinidadian","Doctorate","Lancaster University","Writing","Creative Writing","48585948",276,"The Mermaid of Black Conch: A Love Story"
"889",889,4,"Costa Novel Award","Costa Novel Award","Costa",2020,"fiction",39,"winner","Roffey","Monique","Roffey, Monique","woman","unknown",TRUE,"Black British","British Trinidadian","Doctorate","Lancaster University","Writing","Creative Writing","48585948",276,"The Mermaid of Black Conch: A Love Story"
